"","train.code","day.week","departure.from","departure.time","departure.schedule","arrival.to","arrival.time","arrival.schedule","id"
"37","1Y13","Tuesday","BNSLY","08:40:27","08:40:00","MEADWHL","08:54:06","08:52:00",8
"38","1Y13","Tuesday","MEADWHL","08:56:36","08:56:00","SHEFFLD","09:01:44","09:00:00",8
"39","1Y53","Friday","LEEDS","18:05:26","18:05:00","WKFLDKG","18:21:54","18:22:00",9
"40","1Y53","Friday","WKFLDKG","18:23:49","18:24:00","BNSLY","18:36:58","18:36:00",9
"41","1Y53","Friday","BNSLY","18:40:15","18:40:00","MEADWHL","18:53:43","18:52:00",9
"42","1Y53","Friday","MEADWHL","18:56:07","18:56:00","SHEFFLD","19:00:32","19:00:00",9
"43","1Y09","Wednesday","LEEDS","07:05:30","07:05:00","WKFLDKG","07:23:32","07:22:00",10
"44","1Y09","Wednesday","WKFLDKG","07:25:30","07:24:00","BNSLY","07:38:38","07:36:00",10
"45","1Y09","Wednesday","BNSLY","07:42:28","07:40:00","MEADWHL","07:54:57","07:52:00",10
"46","1Y09","Wednesday","MEADWHL","07:57:10","07:56:00","SHEFFLD","08:01:15","08:00:00",10
"47","1Y37","Friday","LEEDS","14:05:13","14:05:00","WKFLDKG","14:20:59","14:22:00",11
"48","1Y37","Friday","WKFLDKG","14:23:21","14:24:00","BNSLY","14:36:17","14:36:00",11
"49","1Y37","Friday","BNSLY","14:40:38","14:40:00","MEADWHL","14:52:47","14:52:00",11
"50","1Y37","Friday","MEADWHL","14:55:14","14:56:00","SHEFFLD","14:59:32","15:00:00",11
"51","1Y49","Wednesday","LEEDS","17:06:44","17:05:00","NORMNTN","17:17:57","17:16:00",12
"52","1Y49","Wednesday","NORMNTN","17:20:18","17:19:00","WKFLDKG","17:23:18","17:22:00",12
"53","1Y49","Wednesday","WKFLDKG","17:25:47","17:24:00","BNSLY","17:38:22","17:36:00",12
"54","1Y49","Wednesday","BNSLY","17:42:06","17:40:00","MEADWHL","17:55:45","17:52:00",12
"55","1Y49","Wednesday","MEADWHL","17:59:19","17:56:00","SHEFFLD","18:07:07","18:00:00",12
"56","1Y33","Friday","LEEDS","13:06:15","13:05:00","WKFLDKG","13:21:51","13:22:00",13
"57","1Y33","Friday","WKFLDKG","13:23:33","13:24:00","BNSLY","13:36:28","13:36:00",13
"58","1Y33","Friday","BNSLY","13:40:13","13:40:00","MEADWHL","13:52:37","13:52:00",13
"59","1Y33","Friday","MEADWHL","13:58:11","13:56:00","SHEFFLD","14:02:28","14:00:00",13
"60","1Y53","Monday","LEEDS","18:05:23","18:05:00","WKFLDKG","18:20:30","18:22:00",14
"61","1Y53","Monday","WKFLDKG","18:23:30","18:24:00","BNSLY","18:35:55","18:36:00",14
"62","1Y53","Monday","BNSLY","18:40:29","18:40:00","MEADWHL","18:52:21","18:52:00",14
"63","1Y53","Monday","MEADWHL","18:56:17","18:56:00","SHEFFLD","19:00:47","19:00:00",14
"64","1Y49","Tuesday","LEEDS","17:05:13","17:05:00","NORMNTN","17:16:30","17:16:00",15
"65","1Y49","Tuesday","NORMNTN","17:19:03","17:19:00","WKFLDKG","17:22:19","17:22:00",15
"66","1Y49","Tuesday","WKFLDKG","17:23:59","17:24:00","BNSLY","17:37:37","17:36:00",15
"67","1Y49","Tuesday","BNSLY","17:40:09","17:40:00","MEADWHL","17:52:27","17:52:00",15
"68","1Y49","Tuesday","MEADWHL","17:55:05","17:56:00","SHEFFLD","18:02:38","18:00:00",15
"69","1Y09","Monday","LEEDS","07:05:28","07:05:00","WKFLDKG","07:22:20","07:22:00",16
"70","1Y09","Monday","WKFLDKG","07:25:23","07:24:00","BNSLY","07:39:01","07:36:00",16
"71","1Y09","Monday","BNSLY","07:42:39","07:40:00","MEADWHL","07:56:21","07:52:00",16
"72","1Y09","Monday","MEADWHL","07:59:06","07:56:00","SHEFFLD","08:04:02","08:00:00",16
"73","1Y53","Thursday","LEEDS","18:05:25","18:05:00","WKFLDKG","18:22:35","18:22:00",17
"74","1Y53","Thursday","WKFLDKG","18:24:30","18:24:00","BNSLY","18:38:30","18:36:00",17
"75","1Y53","Thursday","BNSLY","18:41:18","18:40:00","MEADWHL","19:00:47","18:52:00",17
"76","1Y53","Thursday","MEADWHL","19:07:30","18:56:00","SHEFFLD","19:14:12","19:00:00",17
"77","1Y41","Sunday","LEEDS","15:05:53","15:05:00","WKFLDKG","15:21:17","15:22:00",18
"78","1Y41","Sunday","WKFLDKG","15:23:07","15:24:00","BNSLY","15:35:50","15:36:00",18
"79","1Y41","Sunday","BNSLY","15:41:12","15:40:00","MEADWHL","15:53:34","15:52:00",18
"80","1Y41","Sunday","MEADWHL","15:57:08","15:56:00","SHEFFLD","16:01:32","16:00:00",18
"81","1Y57","Monday","LEEDS","19:07:15","19:05:00","WKFLDKG","19:21:34","19:22:00",19
"82","1Y57","Monday","WKFLDKG","19:24:29","19:24:00","BNSLY","19:36:54","19:36:00",19
"83","1Y57","Monday","BNSLY","19:41:12","19:40:00","MEADWHL","19:53:12","19:52:00",19
"84","1Y57","Monday","MEADWHL","19:55:24","19:56:00","SHEFFLD","20:01:16","20:00:00",19
"85","1Y41","Wednesday","LEEDS","15:05:22","15:05:00","WKFLDKG","15:19:58","15:22:00",20
"86","1Y41","Wednesday","WKFLDKG","15:23:15","15:24:00","BNSLY","15:35:50","15:36:00",20
"87","1Y41","Wednesday","BNSLY","15:40:19","15:40:00","MEADWHL","15:52:10","15:52:00",20
"88","1Y41","Wednesday","MEADWHL","15:54:58","15:56:00","SHEFFLD","15:59:59","16:00:00",20
"89","1Y37","Saturday","LEEDS","14:05:27","14:05:00","WKFLDKG","14:20:39","14:22:00",21
"90","1Y37","Saturday","WKFLDKG","14:23:18","14:24:00","BNSLY","14:36:58","14:36:00",21
"91","1Y37","Saturday","BNSLY","14:41:25","14:40:00","MEADWHL","14:58:11","14:52:00",21
"92","1Y37","Saturday","MEADWHL","15:00:49","14:56:00","SHEFFLD","15:05:13","15:00:00",21
"93","1Y17","Sunday","LEEDS","09:05:40","09:05:00","WKFLDKG","09:20:39","09:22:00",22
"94","1Y17","Sunday","WKFLDKG","09:22:22","09:24:00","MEADWHL","09:53:57","09:52:00",22
"95","1Y17","Sunday","MEADWHL","10:00:57","09:56:00","SHEFFLD","10:05:48","10:00:00",22
"96","1Y49","Thursday","LEEDS","17:05:16","17:05:00","NORMNTN","17:15:38","17:16:00",23
"97","1Y49","Thursday","NORMNTN","17:18:27","17:19:00","WKFLDKG","17:21:24","17:22:00",23
"98","1Y49","Thursday","WKFLDKG","17:23:45","17:24:00","BNSLY","17:35:49","17:36:00",23
"99","1Y49","Thursday","BNSLY","17:40:22","17:40:00","MEADWHL","17:56:38","17:52:00",23
"100","1Y49","Thursday","MEADWHL","17:59:20","17:56:00","SHEFFLD","18:03:33","18:00:00",23
"101","1Y53","Thursday","LEEDS","18:05:11","18:05:00","WKFLDKG","18:20:37","18:22:00",24
"102","1Y53","Thursday","WKFLDKG","18:23:17","18:24:00","BNSLY","18:35:50","18:36:00",24
"103","1Y53","Thursday","BNSLY","18:40:12","18:40:00","MEADWHL","18:52:13","18:52:00",24
"104","1Y53","Thursday","MEADWHL","18:54:51","18:56:00","SHEFFLD","19:03:32","19:00:00",24
"105","1Y57","Tuesday","LEEDS","19:05:13","19:05:00","WKFLDKG","19:21:20","19:22:00",25
"106","1Y57","Tuesday","WKFLDKG","19:24:08","19:24:00","BNSLY","19:37:36","19:36:00",25
"107","1Y57","Tuesday","BNSLY","19:41:08","19:40:00","MEADWHL","19:56:08","19:52:00",25
"108","1Y57","Tuesday","MEADWHL","19:59:25","19:56:00","SHEFFLD","20:05:19","20:00:00",25
"109","1Y45","Monday","LEEDS","16:05:37","16:05:00","WKFLDKG","16:20:46","16:22:00",26
"110","1Y45","Monday","WKFLDKG","16:23:08","16:24:00","BNSLY","16:34:59","16:36:00",26
"111","1Y45","Monday","BNSLY","16:40:15","16:40:00","MEADWHL","16:51:32","16:52:00",26
"112","1Y45","Monday","MEADWHL","16:56:43","16:56:00","SHEFFLD","17:01:58","17:00:00",26
"113","1Y37","Thursday","LEEDS","14:05:26","14:05:00","WKFLDKG","14:21:48","14:22:00",27
"114","1Y37","Thursday","WKFLDKG","14:23:42","14:24:00","BNSLY","14:37:09","14:36:00",27
"115","1Y37","Thursday","BNSLY","14:40:14","14:40:00","MEADWHL","14:53:06","14:52:00",27
"116","1Y37","Thursday","MEADWHL","14:55:44","14:56:00","SHEFFLD","15:00:34","15:00:00",27
"117","1Y45","Friday","LEEDS","16:05:18","16:05:00","WKFLDKG","16:22:19","16:22:00",28
"118","1Y45","Friday","WKFLDKG","16:24:13","16:24:00","BNSLY","16:37:14","16:36:00",28
"119","1Y45","Friday","BNSLY","16:40:27","16:40:00","MEADWHL","16:53:45","16:52:00",28
"120","1Y45","Friday","MEADWHL","16:57:04","16:56:00","SHEFFLD","17:02:36","17:00:00",28
"121","1Y09","Thursday","LEEDS","07:22:41","07:05:00","WKFLDKG","07:37:52","07:22:00",29
"122","1Y09","Thursday","WKFLDKG","07:39:41","07:24:00","BNSLY","07:52:32","07:36:00",29
"123","1Y09","Thursday","BNSLY","07:55:31","07:40:00","MEADWHL","08:08:13","07:52:00",29
"124","1Y09","Thursday","MEADWHL","08:10:52","07:56:00","SHEFFLD","08:14:50","08:00:00",29
"125","1Y05","Wednesday","LEEDS","06:05:21","06:05:00","WKFLDKG","06:20:45","06:22:00",30
"126","1Y05","Wednesday","WKFLDKG","06:22:19","06:24:00","BNSLY","06:34:48","06:36:00",30
"127","1Y05","Wednesday","BNSLY","06:38:21","06:40:00","MEADWHL","06:51:09","06:52:00",30
"128","1Y05","Wednesday","MEADWHL","06:53:17","06:56:00","SHEFFLD","06:57:33","07:00:00",30
"129","1Y33","Monday","LEEDS","13:06:14","13:05:00","WKFLDKG","13:21:12","13:22:00",31
"130","1Y33","Monday","WKFLDKG","13:23:21","13:24:00","BNSLY","13:36:06","13:36:00",31
"131","1Y33","Monday","BNSLY","13:40:46","13:40:00","MEADWHL","13:52:59","13:52:00",31
"132","1Y33","Monday","MEADWHL","13:57:26","13:56:00","SHEFFLD","14:04:36","14:00:00",31
"133","1Y13","Monday","LEEDS","08:04:22","08:05:00","WKFLDKG","08:20:13","08:22:00",32
"134","1Y13","Monday","WKFLDKG","08:23:01","08:24:00","BNSLY","08:35:17","08:36:00",32
"135","1Y13","Monday","BNSLY","08:40:03","08:40:00","MEADWHL","08:52:16","08:52:00",32
"136","1Y13","Monday","MEADWHL","08:54:07","08:56:00","SHEFFLD","08:58:24","09:00:00",32
"137","1Y05","Friday","LEEDS","06:05:06","06:05:00","WKFLDKG","06:21:03","06:22:00",33
"138","1Y05","Friday","WKFLDKG","06:22:47","06:24:00","BNSLY","06:36:07","06:36:00",33
"139","1Y05","Friday","BNSLY","06:38:40","06:40:00","MEADWHL","06:51:04","06:52:00",33
"140","1Y05","Friday","MEADWHL","06:53:51","06:56:00","SHEFFLD","06:58:38","07:00:00",33
"141","1Y25","Sunday","LEEDS","11:07:01","11:05:00","WKFLDKG","11:21:53","11:22:00",34
"142","1Y25","Sunday","WKFLDKG","11:23:36","11:24:00","BNSLY","11:36:03","11:36:00",34
"143","1Y25","Sunday","BNSLY","11:41:25","11:40:00","MEADWHL","11:53:02","11:52:00",34
"144","1Y25","Sunday","MEADWHL","11:55:46","11:56:00","SHEFFLD","11:59:36","12:00:00",34
"145","1Y57","Sunday","LEEDS","19:13:05","19:05:00","WKFLDKG","19:27:45","19:22:00",35
"146","1Y57","Sunday","WKFLDKG","19:29:40","19:24:00","BNSLY","19:42:32","19:36:00",35
"147","1Y57","Sunday","BNSLY","19:45:22","19:40:00","MEADWHL","19:57:38","19:52:00",35
"148","1Y57","Sunday","MEADWHL","20:00:03","19:56:00","SHEFFLD","20:07:18","20:00:00",35
"149","1Y49","Wednesday","LEEDS","17:07:52","17:05:00","NORMNTN","17:18:26","17:16:00",36
"150","1Y49","Wednesday","NORMNTN","17:21:21","17:19:00","WKFLDKG","17:24:35","17:22:00",36
"151","1Y49","Wednesday","WKFLDKG","17:26:43","17:24:00","BNSLY","17:39:20","17:36:00",36
"152","1Y49","Wednesday","BNSLY","17:41:59","17:40:00","MEADWHL","17:53:47","17:52:00",36
"153","1Y49","Wednesday","MEADWHL","17:56:29","17:56:00","SHEFFLD","18:03:18","18:00:00",36
"154","1Y21","Friday","LEEDS","10:05:11","10:05:00","WKFLDKG","10:21:04","10:22:00",37
"155","1Y21","Friday","WKFLDKG","10:23:17","10:24:00","BNSLY","10:36:07","10:36:00",37
"156","1Y21","Friday","BNSLY","10:40:15","10:40:00","MEADWHL","10:52:57","10:52:00",37
"157","1Y21","Friday","MEADWHL","10:56:30","10:56:00","SHEFFLD","11:02:01","11:00:00",37
"158","1Y33","Thursday","LEEDS","13:07:33","13:05:00","WKFLDKG","13:24:08","13:22:00",38
"159","1Y33","Thursday","WKFLDKG","13:26:06","13:24:00","BNSLY","13:39:27","13:36:00",38
"160","1Y33","Thursday","BNSLY","13:41:37","13:40:00","MEADWHL","13:55:05","13:52:00",38
"161","1Y33","Thursday","MEADWHL","13:57:40","13:56:00","SHEFFLD","14:08:56","14:00:00",38
"162","1Y05","Thursday","LEEDS","06:05:12","06:05:00","WKFLDKG","06:19:47","06:22:00",39
"163","1Y05","Thursday","WKFLDKG","06:21:30","06:24:00","BNSLY","06:34:12","06:36:00",39
"164","1Y05","Thursday","BNSLY","06:38:14","06:40:00","MEADWHL","06:50:29","06:52:00",39
"165","1Y05","Thursday","MEADWHL","06:53:02","06:56:00","SHEFFLD","06:57:49","07:00:00",39
"166","1Y41","Sunday","LEEDS","15:05:27","15:05:00","WKFLDKG","15:20:02","15:22:00",40
"167","1Y41","Sunday","WKFLDKG","15:21:41","15:24:00","BNSLY","15:34:25","15:36:00",40
"168","1Y41","Sunday","BNSLY","15:40:50","15:40:00","MEADWHL","15:52:29","15:52:00",40
"169","1Y41","Sunday","MEADWHL","15:57:09","15:56:00","SHEFFLD","16:01:13","16:00:00",40
"170","1Y09","Wednesday","LEEDS","07:05:22","07:05:00","WKFLDKG","07:21:34","07:22:00",41
"171","1Y09","Wednesday","WKFLDKG","07:25:20","07:24:00","BNSLY","07:37:45","07:36:00",41
"172","1Y09","Wednesday","BNSLY","07:42:17","07:40:00","MEADWHL","07:54:05","07:52:00",41
"173","1Y09","Wednesday","MEADWHL","07:57:52","07:56:00","SHEFFLD","08:04:53","08:00:00",41
"174","1Y33","Friday","LEEDS","13:06:08","13:05:00","WKFLDKG","13:21:22","13:22:00",42
"175","1Y33","Friday","WKFLDKG","13:22:58","13:24:00","BNSLY","13:35:25","13:36:00",42
"176","1Y33","Friday","BNSLY","13:40:10","13:40:00","MEADWHL","13:53:09","13:52:00",42
"177","1Y33","Friday","MEADWHL","13:55:27","13:56:00","SHEFFLD","14:00:04","14:00:00",42
"178","1Y25","Saturday","LEEDS","11:05:18","11:05:00","WKFLDKG","11:20:06","11:22:00",43
"179","1Y25","Saturday","WKFLDKG","11:23:22","11:24:00","BNSLY","11:35:39","11:36:00",43
"180","1Y25","Saturday","BNSLY","11:40:17","11:40:00","MEADWHL","11:52:10","11:52:00",43
"181","1Y25","Saturday","MEADWHL","11:55:47","11:56:00","SHEFFLD","12:00:06","12:00:00",43
"182","1Y41","Sunday","LEEDS","15:06:57","15:05:00","WKFLDKG","15:23:43","15:22:00",44
"183","1Y41","Sunday","WKFLDKG","15:25:18","15:24:00","BNSLY","15:38:04","15:36:00",44
"184","1Y41","Sunday","BNSLY","15:41:11","15:40:00","MEADWHL","15:54:17","15:52:00",44
"185","1Y41","Sunday","MEADWHL","15:57:59","15:56:00","SHEFFLD","16:02:54","16:00:00",44
"186","1Y05","Monday","LEEDS","06:05:12","06:05:00","WKFLDKG","06:19:46","06:22:00",45
"187","1Y05","Monday","WKFLDKG","06:21:26","06:24:00","BNSLY","06:34:28","06:36:00",45
"188","1Y05","Monday","BNSLY","06:38:22","06:40:00","MEADWHL","06:51:05","06:52:00",45
"189","1Y05","Monday","MEADWHL","06:53:15","06:56:00","SHEFFLD","06:57:47","07:00:00",45
"190","1Y25","Monday","LEEDS","11:05:10","11:05:00","WKFLDKG","11:21:32","11:22:00",46
"191","1Y25","Monday","WKFLDKG","11:23:38","11:24:00","BNSLY","11:35:57","11:36:00",46
"192","1Y25","Monday","BNSLY","11:40:33","11:40:00","MEADWHL","11:52:24","11:52:00",46
"193","1Y25","Monday","MEADWHL","11:55:20","11:56:00","SHEFFLD","11:59:15","12:00:00",46
"194","1Y49","Sunday","LEEDS","17:23:26","17:05:00","WKFLDKG","17:41:11","17:22:00",47
"195","1Y49","Sunday","WKFLDKG","17:42:47","17:24:00","BNSLY","17:55:51","17:36:00",47
"196","1Y49","Sunday","BNSLY","17:58:12","17:40:00","MEADWHL","18:10:57","17:52:00",47
"197","1Y49","Sunday","MEADWHL","18:16:46","17:56:00","SHEFFLD","18:22:46","18:00:00",47
"198","1Y09","Friday","LEEDS","07:05:36","07:05:00","WKFLDKG","07:21:05","07:22:00",48
"199","1Y09","Friday","WKFLDKG","07:25:21","07:24:00","BNSLY","07:37:52","07:36:00",48
"200","1Y09","Friday","BNSLY","07:42:18","07:40:00","MEADWHL","07:54:26","07:52:00",48
"201","1Y09","Friday","MEADWHL","07:57:20","07:56:00","SHEFFLD","08:02:36","08:00:00",48
"202","1Y37","Tuesday","LEEDS","14:05:24","14:05:00","WKFLDKG","14:21:37","14:22:00",49
"203","1Y37","Tuesday","WKFLDKG","14:23:24","14:24:00","BNSLY","14:36:13","14:36:00",49
"204","1Y37","Tuesday","BNSLY","14:40:22","14:40:00","MEADWHL","14:52:30","14:52:00",49
"205","1Y37","Tuesday","MEADWHL","14:54:53","14:56:00","SHEFFLD","14:59:15","15:00:00",49
"206","1Y17","Sunday","LEEDS","09:05:52","09:05:00","WKFLDKG","09:21:17","09:22:00",50
"207","1Y17","Sunday","WKFLDKG","09:23:00","09:24:00","BNSLY","09:35:38","09:36:00",50
"208","1Y17","Sunday","BNSLY","09:41:22","09:40:00","MEADWHL","09:53:42","09:52:00",50
"209","1Y17","Sunday","MEADWHL","09:58:23","09:56:00","SHEFFLD","10:03:33","10:00:00",50
"210","1Y41","Thursday","LEEDS","15:07:23","15:05:00","WKFLDKG","15:26:08","15:22:00",51
"211","1Y41","Thursday","WKFLDKG","15:27:41","15:24:00","BNSLY","15:40:17","15:36:00",51
"212","1Y41","Thursday","BNSLY","15:42:17","15:40:00","MEADWHL","15:54:12","15:52:00",51
"213","1Y41","Thursday","MEADWHL","15:56:24","15:56:00","SHEFFLD","16:01:07","16:00:00",51
"214","1Y13","Tuesday","LEEDS","08:05:32","08:05:00","WKFLDKG","08:22:53","08:22:00",52
"215","1Y13","Tuesday","WKFLDKG","08:24:47","08:24:00","BNSLY","08:37:29","08:36:00",52
"216","1Y13","Tuesday","BNSLY","08:40:28","08:40:00","MEADWHL","08:53:07","08:52:00",52
"217","1Y13","Tuesday","MEADWHL","08:55:44","08:56:00","SHEFFLD","09:03:56","09:00:00",52
"218","1Y33","Sunday","LEEDS","13:06:16","13:05:00","WKFLDKG","13:22:28","13:22:00",53
"219","1Y33","Sunday","WKFLDKG","13:24:20","13:24:00","BNSLY","13:36:51","13:36:00",53
"220","1Y33","Sunday","BNSLY","13:41:17","13:40:00","MEADWHL","13:53:38","13:52:00",53
"221","1Y33","Sunday","MEADWHL","13:56:55","13:56:00","SHEFFLD","14:00:52","14:00:00",53
"222","1Y09","Monday","LEEDS","07:05:30","07:05:00","WKFLDKG","07:22:46","07:22:00",54
"223","1Y09","Monday","WKFLDKG","07:25:15","07:24:00","BNSLY","07:38:22","07:36:00",54
"224","1Y09","Monday","BNSLY","07:42:15","07:40:00","MEADWHL","07:54:31","07:52:00",54
"225","1Y09","Monday","MEADWHL","07:56:59","07:56:00","SHEFFLD","08:01:47","08:00:00",54
"226","1Y29","Wednesday","LEEDS","12:05:18","12:05:00","WKFLDKG","12:21:19","12:22:00",55
"227","1Y29","Wednesday","WKFLDKG","12:23:27","12:24:00","BNSLY","12:35:40","12:36:00",55
"228","1Y29","Wednesday","BNSLY","12:40:16","12:40:00","MEADWHL","12:52:14","12:52:00",55
"229","1Y29","Wednesday","MEADWHL","12:54:56","12:56:00","SHEFFLD","12:59:05","13:00:00",55
"230","1Y53","Saturday","LEEDS","18:05:20","18:05:00","WKFLDKG","18:21:15","18:22:00",56
"231","1Y53","Saturday","WKFLDKG","18:23:14","18:24:00","BNSLY","18:35:21","18:36:00",56
"232","1Y53","Saturday","BNSLY","18:40:07","18:40:00","MEADWHL","18:51:35","18:52:00",56
"233","1Y53","Saturday","MEADWHL","18:56:56","18:56:00","SHEFFLD","19:01:55","19:00:00",56
"234","1Y37","Monday","LEEDS","14:05:16","14:05:00","WKFLDKG","14:20:47","14:22:00",57
"235","1Y37","Monday","WKFLDKG","14:23:20","14:24:00","BNSLY","14:36:19","14:36:00",57
"236","1Y37","Monday","BNSLY","14:40:16","14:40:00","MEADWHL","14:52:56","14:52:00",57
"237","1Y37","Monday","MEADWHL","14:55:16","14:56:00","SHEFFLD","15:00:13","15:00:00",57
"238","1Y25","Wednesday","LEEDS","11:05:14","11:05:00","WKFLDKG","11:20:38","11:22:00",58
"239","1Y25","Wednesday","WKFLDKG","11:23:38","11:24:00","BNSLY","11:36:16","11:36:00",58
"240","1Y25","Wednesday","BNSLY","11:40:27","11:40:00","MEADWHL","11:52:35","11:52:00",58
"241","1Y25","Wednesday","MEADWHL","11:54:46","11:56:00","SHEFFLD","11:59:58","12:00:00",58
"242","1Y37","Wednesday","LEEDS","14:05:11","14:05:00","WKFLDKG","14:22:48","14:22:00",59
"243","1Y37","Wednesday","WKFLDKG","14:24:37","14:24:00","BNSLY","14:37:40","14:36:00",59
"244","1Y37","Wednesday","BNSLY","14:41:38","14:40:00","MEADWHL","14:54:12","14:52:00",59
"245","1Y37","Wednesday","MEADWHL","14:58:01","14:56:00","SHEFFLD","15:02:46","15:00:00",59
"246","1Y17","Sunday","LEEDS","09:06:30","09:05:00","WKFLDKG","09:20:54","09:22:00",60
"247","1Y17","Sunday","WKFLDKG","09:22:49","09:24:00","BNSLY","09:35:44","09:36:00",60
"248","1Y17","Sunday","BNSLY","09:41:29","09:40:00","MEADWHL","09:55:07","09:52:00",60
"249","1Y17","Sunday","MEADWHL","09:59:39","09:56:00","SHEFFLD","10:04:39","10:00:00",60
"250","1Y13","Tuesday","LEEDS","08:05:14","08:05:00","WKFLDKG","08:19:58","08:22:00",61
"251","1Y13","Tuesday","WKFLDKG","08:23:14","08:24:00","BNSLY","08:35:01","08:36:00",61
"252","1Y13","Tuesday","BNSLY","08:40:07","08:40:00","MEADWHL","08:51:45","08:52:00",61
"253","1Y13","Tuesday","MEADWHL","08:54:07","08:56:00","SHEFFLD","08:59:26","09:00:00",61
"254","1Y49","Monday","LEEDS","17:05:19","17:05:00","NORMNTN","17:16:25","17:16:00",62
"255","1Y49","Monday","NORMNTN","17:18:39","17:19:00","WKFLDKG","17:22:01","17:22:00",62
"256","1Y49","Monday","WKFLDKG","17:23:51","17:24:00","BNSLY","17:36:33","17:36:00",62
"257","1Y49","Monday","BNSLY","17:40:04","17:40:00","MEADWHL","17:52:55","17:52:00",62
"258","1Y49","Monday","MEADWHL","17:57:35","17:56:00","SHEFFLD","18:04:43","18:00:00",62
"259","1Y21","Friday","LEEDS","10:06:54","10:05:00","WKFLDKG","10:25:51","10:22:00",63
"260","1Y21","Friday","WKFLDKG","10:27:29","10:24:00","BNSLY","10:39:47","10:36:00",63
"261","1Y21","Friday","BNSLY","10:41:57","10:40:00","MEADWHL","10:54:06","10:52:00",63
"262","1Y21","Friday","MEADWHL","10:57:47","10:56:00","SHEFFLD","11:02:10","11:00:00",63
