"","train.code","day.week","departure.from","departure.time","departure.schedule","arrival.to","arrival.time","arrival.schedule","id"
"128","1Y05","Thursday","BNSLY","06:40:42","06:40:00","MEADWHL","06:53:47","06:52:00",31
"129","1Y05","Thursday","MEADWHL","06:55:51","06:56:00","SHEFFLD","07:00:12","07:00:00",31
"130","1Y17","Thursday","LEEDS","09:05:20","09:05:00","WKFLDKG","09:21:04","09:22:00",32
"131","1Y17","Thursday","WKFLDKG","09:23:19","09:24:00","BNSLY","09:35:37","09:36:00",32
"132","1Y17","Thursday","BNSLY","09:40:16","09:40:00","MEADWHL","09:52:49","09:52:00",32
"133","1Y17","Thursday","MEADWHL","09:56:06","09:56:00","SHEFFLD","10:00:56","10:00:00",32
"134","1Y21","Thursday","LEEDS","10:05:36","10:05:00","WKFLDKG","10:21:00","10:22:00",33
"135","1Y21","Thursday","WKFLDKG","10:23:16","10:24:00","BNSLY","10:35:26","10:36:00",33
"136","1Y21","Thursday","BNSLY","10:40:10","10:40:00","MEADWHL","10:52:38","10:52:00",33
"137","1Y21","Thursday","MEADWHL","10:55:40","10:56:00","SHEFFLD","11:00:54","11:00:00",33
"138","1Y29","Friday","LEEDS","12:05:54","12:05:00","WKFLDKG","12:22:09","12:22:00",34
"139","1Y29","Friday","WKFLDKG","12:25:07","12:24:00","BNSLY","12:38:00","12:36:00",34
"140","1Y29","Friday","BNSLY","12:41:56","12:40:00","MEADWHL","12:54:56","12:52:00",34
"141","1Y29","Friday","MEADWHL","12:57:22","12:56:00","SHEFFLD","13:01:25","13:00:00",34
"142","1Y49","Friday","LEEDS","17:05:22","17:05:00","NORMNTN","17:22:34","17:16:00",35
"143","1Y49","Friday","NORMNTN","17:25:03","17:19:00","WKFLDKG","17:28:13","17:22:00",35
"144","1Y49","Friday","WKFLDKG","17:30:10","17:24:00","BNSLY","17:47:11","17:36:00",35
"145","1Y49","Friday","BNSLY","17:49:28","17:40:00","MEADWHL","18:10:58","17:52:00",35
"146","1Y49","Friday","MEADWHL","18:15:48","17:56:00","SHEFFLD","18:25:05","18:00:00",35
"147","1Y13","Saturday","LEEDS","08:06:20","08:05:00","WKFLDKG","08:21:57","08:22:00",36
"148","1Y13","Saturday","WKFLDKG","08:23:39","08:24:00","BNSLY","08:36:11","08:36:00",36
"149","1Y13","Saturday","BNSLY","08:40:20","08:40:00","MEADWHL","08:53:13","08:52:00",36
"150","1Y13","Saturday","MEADWHL","08:55:15","08:56:00","SHEFFLD","08:59:36","09:00:00",36
"151","1Y33","Saturday","LEEDS","13:05:16","13:05:00","WKFLDKG","13:20:34","13:22:00",37
"152","1Y33","Saturday","WKFLDKG","13:23:10","13:24:00","MEADWHL","13:52:43","13:52:00",37
"153","1Y33","Saturday","MEADWHL","13:55:32","13:56:00","SHEFFLD","14:00:02","14:00:00",37
"154","1Y49","Saturday","LEEDS","17:05:30","17:05:00","NORMNTN","17:17:26","17:16:00",38
"155","1Y49","Saturday","NORMNTN","17:19:51","17:19:00","WKFLDKG","17:23:05","17:22:00",38
"156","1Y49","Saturday","WKFLDKG","17:26:21","17:24:00","BNSLY","17:39:40","17:36:00",38
"157","1Y49","Saturday","BNSLY","17:42:24","17:40:00","MEADWHL","17:56:19","17:52:00",38
"158","1Y49","Saturday","MEADWHL","18:00:06","17:56:00","SHEFFLD","18:04:24","18:00:00",38
"159","1Y37","Monday","LEEDS","14:06:19","14:05:00","WKFLDKG","14:25:14","14:22:00",39
"160","1Y37","Monday","WKFLDKG","14:27:37","14:24:00","BNSLY","14:40:10","14:36:00",39
"161","1Y37","Monday","BNSLY","14:42:21","14:40:00","MEADWHL","14:54:49","14:52:00",39
"162","1Y37","Monday","MEADWHL","14:57:13","14:56:00","SHEFFLD","15:03:44","15:00:00",39
"163","1Y17","Tuesday","LEEDS","09:05:18","09:05:00","WKFLDKG","09:23:25","09:22:00",40
"164","1Y17","Tuesday","WKFLDKG","09:25:02","09:24:00","BNSLY","09:37:52","09:36:00",40
"165","1Y17","Tuesday","BNSLY","09:40:19","09:40:00","MEADWHL","09:53:52","09:52:00",40
"166","1Y17","Tuesday","MEADWHL","09:56:05","09:56:00","SHEFFLD","10:00:14","10:00:00",40
"167","1Y21","Wednesday","LEEDS","10:05:24","10:05:00","WKFLDKG","10:21:00","10:22:00",41
"168","1Y21","Wednesday","WKFLDKG","10:23:30","10:24:00","BNSLY","10:36:16","10:36:00",41
"169","1Y21","Wednesday","BNSLY","10:40:14","10:40:00","MEADWHL","10:53:07","10:52:00",41
"170","1Y21","Wednesday","MEADWHL","10:56:26","10:56:00","SHEFFLD","11:00:29","11:00:00",41
"171","1Y33","Wednesday","LEEDS","13:06:17","13:05:00","WKFLDKG","13:20:59","13:22:00",42
"172","1Y33","Wednesday","WKFLDKG","13:23:43","13:24:00","BNSLY","13:36:08","13:36:00",42
"173","1Y33","Wednesday","BNSLY","13:40:38","13:40:00","MEADWHL","13:53:15","13:52:00",42
"174","1Y33","Wednesday","MEADWHL","13:55:25","13:56:00","SHEFFLD","13:59:45","14:00:00",42
"175","1Y29","Friday","LEEDS","12:05:18","12:05:00","WKFLDKG","12:20:57","12:22:00",43
"176","1Y29","Friday","WKFLDKG","12:23:07","12:24:00","BNSLY","12:36:32","12:36:00",43
"177","1Y29","Friday","BNSLY","12:40:15","12:40:00","MEADWHL","12:53:34","12:52:00",43
"178","1Y29","Friday","MEADWHL","12:55:41","12:56:00","SHEFFLD","13:00:05","13:00:00",43
"179","1Y37","Friday","LEEDS","14:05:23","14:05:00","WKFLDKG","14:20:45","14:22:00",44
"180","1Y37","Friday","WKFLDKG","14:23:05","14:24:00","BNSLY","14:35:40","14:36:00",44
"181","1Y37","Friday","BNSLY","14:43:51","14:40:00","MEADWHL","14:55:36","14:52:00",44
"182","1Y37","Friday","MEADWHL","15:01:00","14:56:00","SHEFFLD","15:06:21","15:00:00",44
"183","1Y49","Friday","LEEDS","17:05:26","17:05:00","NORMNTN","17:18:37","17:16:00",45
"184","1Y49","Friday","NORMNTN","17:20:54","17:19:00","WKFLDKG","17:24:02","17:22:00",45
"185","1Y49","Friday","WKFLDKG","17:25:53","17:24:00","BNSLY","17:39:11","17:36:00",45
"186","1Y49","Friday","BNSLY","17:41:36","17:40:00","MEADWHL","17:53:52","17:52:00",45
"187","1Y49","Friday","MEADWHL","17:56:47","17:56:00","SHEFFLD","18:01:06","18:00:00",45
"188","1Y57","Friday","LEEDS","19:05:25","19:05:00","WKFLDKG","19:21:09","19:22:00",46
"189","1Y57","Friday","WKFLDKG","19:24:14","19:24:00","BNSLY","19:37:22","19:36:00",46
"190","1Y57","Friday","BNSLY","19:41:17","19:40:00","MEADWHL","19:53:51","19:52:00",46
"191","1Y57","Friday","MEADWHL","19:56:06","19:56:00","SHEFFLD","20:02:44","20:00:00",46
"192","1Y09","Saturday","LEEDS","07:05:14","07:05:00","WKFLDKG","07:21:53","07:22:00",47
"193","1Y09","Saturday","WKFLDKG","07:25:35","07:24:00","BNSLY","07:38:20","07:36:00",47
"194","1Y09","Saturday","BNSLY","07:42:13","07:40:00","MEADWHL","07:54:40","07:52:00",47
"195","1Y09","Saturday","MEADWHL","07:57:40","07:56:00","SHEFFLD","08:02:53","08:00:00",47
"196","1Y21","Saturday","LEEDS","10:05:15","10:05:00","WKFLDKG","10:20:57","10:22:00",48
"197","1Y21","Saturday","WKFLDKG","10:23:28","10:24:00","BNSLY","10:36:00","10:36:00",48
"198","1Y21","Saturday","BNSLY","10:41:11","10:40:00","MEADWHL","10:54:11","10:52:00",48
"199","1Y21","Saturday","MEADWHL","10:56:43","10:56:00","SHEFFLD","11:01:21","11:00:00",48
"200","1Y09","Monday","LEEDS","07:05:13","07:05:00","WKFLDKG","07:22:09","07:22:00",49
"201","1Y09","Monday","WKFLDKG","07:25:23","07:24:00","BNSLY","07:37:34","07:36:00",49
"202","1Y09","Monday","BNSLY","07:42:16","07:40:00","MEADWHL","07:54:02","07:52:00",49
"203","1Y09","Monday","MEADWHL","07:57:30","07:56:00","SHEFFLD","08:02:33","08:00:00",49
"204","1Y29","Monday","LEEDS","12:05:07","12:05:00","WKFLDKG","12:20:21","12:22:00",50
"205","1Y29","Monday","WKFLDKG","12:23:09","12:24:00","BNSLY","12:35:46","12:36:00",50
"206","1Y29","Monday","BNSLY","12:40:32","12:40:00","MEADWHL","12:52:41","12:52:00",50
"207","1Y29","Monday","MEADWHL","12:54:59","12:56:00","SHEFFLD","12:59:22","13:00:00",50
"208","1Y45","Monday","LEEDS","16:05:22","16:05:00","WKFLDKG","16:19:46","16:22:00",51
"209","1Y45","Monday","WKFLDKG","16:23:15","16:24:00","BNSLY","16:35:31","16:36:00",51
"210","1Y45","Monday","BNSLY","16:40:10","16:40:00","MEADWHL","16:52:02","16:52:00",51
"211","1Y45","Monday","MEADWHL","16:54:41","16:56:00","SHEFFLD","16:59:21","17:00:00",51
"212","1Y09","Tuesday","LEEDS","07:05:14","07:05:00","WKFLDKG","07:24:18","07:22:00",52
"213","1Y09","Tuesday","WKFLDKG","07:26:00","07:24:00","BNSLY","07:38:59","07:36:00",52
"214","1Y09","Tuesday","BNSLY","07:42:16","07:40:00","MEADWHL","07:55:03","07:52:00",52
"215","1Y09","Tuesday","MEADWHL","07:58:17","07:56:00","SHEFFLD","08:03:05","08:00:00",52
"216","1Y25","Tuesday","LEEDS","11:05:20","11:05:00","WKFLDKG","11:21:55","11:22:00",53
"217","1Y25","Tuesday","WKFLDKG","11:23:36","11:24:00","BNSLY","11:37:13","11:36:00",53
"218","1Y25","Tuesday","BNSLY","11:40:24","11:40:00","MEADWHL","11:52:48","11:52:00",53
"219","1Y25","Tuesday","MEADWHL","11:55:05","11:56:00","SHEFFLD","11:59:39","12:00:00",53
"220","1Y37","Tuesday","LEEDS","14:05:25","14:05:00","WKFLDKG","14:21:21","14:22:00",54
"221","1Y37","Tuesday","WKFLDKG","14:23:40","14:24:00","BNSLY","14:36:44","14:36:00",54
"222","1Y37","Tuesday","BNSLY","14:40:16","14:40:00","MEADWHL","14:53:10","14:52:00",54
"223","1Y37","Tuesday","MEADWHL","14:57:04","14:56:00","SHEFFLD","15:01:47","15:00:00",54
"224","1Y49","Tuesday","LEEDS","17:05:31","17:05:00","NORMNTN","17:15:50","17:16:00",55
"225","1Y49","Tuesday","NORMNTN","17:18:46","17:19:00","WKFLDKG","17:21:41","17:22:00",55
"226","1Y49","Tuesday","WKFLDKG","17:23:26","17:24:00","BNSLY","17:35:20","17:36:00",55
"227","1Y49","Tuesday","BNSLY","17:40:11","17:40:00","MEADWHL","17:51:35","17:52:00",55
"228","1Y49","Tuesday","MEADWHL","17:54:38","17:56:00","SHEFFLD","17:59:14","18:00:00",55
"229","1Y53","Tuesday","LEEDS","18:05:22","18:05:00","WKFLDKG","18:20:27","18:22:00",56
"230","1Y53","Tuesday","WKFLDKG","18:23:24","18:24:00","BNSLY","18:35:45","18:36:00",56
"231","1Y53","Tuesday","BNSLY","18:40:16","18:40:00","MEADWHL","18:51:54","18:52:00",56
"232","1Y53","Tuesday","MEADWHL","18:54:18","18:56:00","SHEFFLD","18:59:43","19:00:00",56
"233","1Y21","Wednesday","LEEDS","10:05:16","10:05:00","WKFLDKG","10:21:37","10:22:00",57
"234","1Y21","Wednesday","WKFLDKG","10:23:40","10:24:00","BNSLY","10:36:37","10:36:00",57
"235","1Y21","Wednesday","BNSLY","10:40:51","10:40:00","MEADWHL","10:53:08","10:52:00",57
"236","1Y21","Wednesday","MEADWHL","10:56:14","10:56:00","SHEFFLD","11:00:42","11:00:00",57
"237","1Y29","Wednesday","LEEDS","12:05:10","12:05:00","WKFLDKG","12:20:41","12:22:00",58
"238","1Y29","Wednesday","WKFLDKG","12:22:58","12:24:00","BNSLY","12:35:40","12:36:00",58
"239","1Y29","Wednesday","BNSLY","12:40:01","12:40:00","MEADWHL","12:52:26","12:52:00",58
"240","1Y29","Wednesday","MEADWHL","12:55:32","12:56:00","SHEFFLD","13:00:19","13:00:00",58
"241","1Y45","Wednesday","LEEDS","16:05:29","16:05:00","WKFLDKG","16:22:01","16:22:00",59
"242","1Y45","Wednesday","WKFLDKG","16:23:47","16:24:00","BNSLY","16:37:15","16:36:00",59
"243","1Y45","Wednesday","BNSLY","16:40:14","16:40:00","MEADWHL","16:52:52","16:52:00",59
"244","1Y45","Wednesday","MEADWHL","16:55:30","16:56:00","SHEFFLD","17:00:37","17:00:00",59
"245","1Y53","Wednesday","LEEDS","18:05:16","18:05:00","WKFLDKG","18:21:57","18:22:00",60
"246","1Y53","Wednesday","WKFLDKG","18:23:40","18:24:00","BNSLY","18:37:38","18:36:00",60
"247","1Y53","Wednesday","BNSLY","18:40:20","18:40:00","MEADWHL","18:52:19","18:52:00",60
"248","1Y53","Wednesday","MEADWHL","18:54:54","18:56:00","SHEFFLD","19:01:38","19:00:00",60
"249","1Y17","Thursday","LEEDS","09:05:09","09:05:00","WKFLDKG","09:21:23","09:22:00",61
"250","1Y17","Thursday","WKFLDKG","09:23:16","09:24:00","BNSLY","09:35:55","09:36:00",61
"251","1Y17","Thursday","BNSLY","09:40:32","09:40:00","MEADWHL","09:52:25","09:52:00",61
"252","1Y17","Thursday","MEADWHL","10:00:12","09:56:00","SHEFFLD","10:04:07","10:00:00",61
"253","1Y29","Thursday","LEEDS","12:05:25","12:05:00","WKFLDKG","12:22:51","12:22:00",62
"254","1Y29","Thursday","WKFLDKG","12:24:35","12:24:00","BNSLY","12:37:51","12:36:00",62
"255","1Y29","Thursday","BNSLY","12:40:20","12:40:00","MEADWHL","12:52:22","12:52:00",62
"256","1Y29","Thursday","MEADWHL","12:54:28","12:56:00","SHEFFLD","12:59:40","13:00:00",62
"257","1Y49","Thursday","LEEDS","17:05:18","17:05:00","NORMNTN","17:17:00","17:16:00",63
"258","1Y49","Thursday","NORMNTN","17:19:24","17:19:00","WKFLDKG","17:22:33","17:22:00",63
"259","1Y49","Thursday","WKFLDKG","17:24:13","17:24:00","BNSLY","17:37:00","17:36:00",63
"260","1Y49","Thursday","BNSLY","17:40:15","17:40:00","MEADWHL","17:53:51","17:52:00",63
"261","1Y49","Thursday","MEADWHL","17:56:20","17:56:00","SHEFFLD","18:01:14","18:00:00",63
